sku_id,week,actual_demand,outlier_type,is_outlier_true,is_outlier_if,if_score
SKU-002,2023-03-13,15,none,0,0,0.1966
SKU-002,2023-03-20,15,none,0,0,0.2027
SKU-002,2023-03-27,16,none,0,0,0.2015
SKU-002,2023-04-03,14,none,0,0,0.1988
SKU-002,2023-04-10,17,none,0,0,0.185
SKU-002,2023-04-17,105,noise,1,1,-0.1162
SKU-002,2023-04-24,13,none,0,0,0.1869
SKU-002,2023-05-01,18,none,0,0,0.1446
SKU-002,2023-05-08,15,none,0,0,0.2098
SKU-002,2023-05-15,16,none,0,0,0.2048
SKU-002,2023-05-22,13,none,0,0,0.199
SKU-002,2023-05-29,12,none,0,0,0.1945
SKU-002,2023-06-05,11,none,0,0,0.1979
SKU-002,2023-06-12,12,none,0,0,0.2084
SKU-002,2023-06-19,13,none,0,0,0.1959
SKU-002,2023-06-26,11,none,0,0,0.2128
SKU-002,2023-07-03,11,none,0,0,0.2074
SKU-002,2023-07-10,10,none,0,0,0.1872
SKU-002,2023-07-17,11,none,0,0,0.2063
SKU-002,2023-07-24,11,none,0,0,0.2072
SKU-002,2023-07-31,11,none,0,0,0.2108
SKU-002,2023-08-07,12,none,0,0,0.2017
SKU-002,2023-08-14,10,none,0,0,0.1821
SKU-002,2023-08-21,10,none,0,0,0.179
SKU-002,2023-08-28,12,none,0,0,0.1834
SKU-002,2023-09-04,15,none,0,0,0.1963
SKU-002,2023-09-11,18,none,0,0,0.1699
SKU-002,2023-09-18,17,none,0,0,0.1831
SKU-002,2023-09-25,16,none,0,0,0.2078
SKU-002,2023-10-02,14,none,0,0,0.1926
SKU-002,2023-10-09,16,none,0,0,0.215
SKU-002,2023-10-16,15,none,0,0,0.208
SKU-002,2023-10-23,14,none,0,0,0.1762
SKU-002,2023-10-30,16,none,0,0,0.1893
SKU-002,2023-11-06,20,none,0,0,0.1542
SKU-002,2023-11-13,21,none,0,0,0.143
SKU-002,2023-11-20,18,none,0,0,0.1895
SKU-002,2023-11-27,21,none,0,0,0.1468
SKU-002,2023-12-04,18,none,0,0,0.1759
SKU-002,2023-12-11,21,none,0,0,0.1326
SKU-002,2023-12-18,36,business,1,1,-0.0815
SKU-002,2023-12-25,17,none,0,0,0.0951
SKU-002,2024-01-01,23,none,0,0,0.042
SKU-002,2024-01-08,20,none,0,0,0.1187
SKU-002,2024-01-15,21,none,0,0,0.1005
SKU-002,2024-01-22,19,none,0,0,0.1487
SKU-002,2024-01-29,25,none,0,0,0.0404
SKU-002,2024-02-05,17,none,0,0,0.1689
SKU-002,2024-02-12,20,none,0,0,0.1697
SKU-002,2024-02-19,20,none,0,0,0.1778
SKU-002,2024-02-26,12,none,0,0,0.123
SKU-002,2024-03-04,32,business,1,1,-0.018
SKU-002,2024-03-11,16,none,0,0,0.2063
SKU-002,2024-03-18,13,none,0,0,0.1633
SKU-002,2024-03-25,15,none,0,0,0.2049
SKU-002,2024-04-01,17,none,0,0,0.1864
SKU-002,2024-04-08,10,none,0,0,0.1154
SKU-002,2024-04-15,15,none,0,0,0.2011
SKU-002,2024-04-22,14,none,0,0,0.2068
SKU-002,2024-04-29,15,none,0,0,0.2087
SKU-002,2024-05-06,15,none,0,0,0.2098
SKU-002,2024-05-13,16,none,0,0,0.2048
SKU-002,2024-05-20,16,none,0,0,0.2047
SKU-002,2024-05-27,77,noise,1,1,-0.1101
SKU-002,2024-06-03,11,none,0,0,0.1979
SKU-002,2024-06-10,10,none,0,0,0.1804
SKU-002,2024-06-17,10,none,0,0,0.1943
SKU-002,2024-06-24,10,none,0,0,0.1967
SKU-002,2024-07-01,11,none,0,0,0.2074
SKU-002,2024-07-08,22,business,1,0,0.0842
SKU-002,2024-07-15,12,none,0,0,0.201
SKU-002,2024-07-22,10,none,0,0,0.1888
SKU-002,2024-07-29,10,none,0,0,0.1888
SKU-002,2024-08-05,11,none,0,0,0.2054
SKU-002,2024-08-12,13,none,0,0,0.2042
SKU-002,2024-08-19,11,none,0,0,0.2047
SKU-002,2024-08-26,11,none,0,0,0.1818
SKU-002,2024-09-02,16,none,0,0,0.1993
SKU-002,2024-09-09,13,none,0,0,0.1787
SKU-002,2024-09-16,15,none,0,0,0.2091
SKU-002,2024-09-23,13,none,0,0,0.177
SKU-002,2024-09-30,17,none,0,0,0.1899
SKU-002,2024-10-07,15,none,0,0,0.208
SKU-002,2024-10-14,15,none,0,0,0.208
SKU-002,2024-10-21,15,none,0,0,0.203
SKU-002,2024-10-28,18,none,0,0,0.1853
SKU-002,2024-11-04,22,none,0,0,0.1131
SKU-002,2024-11-11,16,none,0,0,0.1719
SKU-002,2024-11-18,18,none,0,0,0.1895
SKU-002,2024-11-25,20,none,0,0,0.1463
SKU-002,2024-12-02,19,none,0,0,0.1531
SKU-002,2024-12-09,21,none,0,0,0.1326
SKU-002,2024-12-16,18,none,0,0,0.144
SKU-002,2024-12-23,17,none,0,0,0.0951
SKU-002,2024-12-30,20,none,0,0,0.0872
SKU-003,2022-02-07,14,none,0,0,0.1192
SKU-003,2022-02-14,16,none,0,0,0.1376
SKU-003,2022-02-21,16,none,0,0,0.1637
SKU-003,2022-02-28,16,none,0,0,0.1713
SKU-003,2022-03-07,17,none,0,0,0.151
SKU-003,2022-03-14,15,none,0,0,0.1584
SKU-003,2022-03-21,17,none,0,0,0.1522
SKU-003,2022-03-28,19,none,0,1,-0.0103
SKU-003,2022-04-04,12,none,0,0,0.0688
SKU-003,2022-04-11,13,none,0,0,0.1548
SKU-003,2022-04-18,12,none,0,0,0.098
SKU-003,2022-04-25,16,none,0,0,0.1722
SKU-003,2022-05-02,18,none,0,0,0.0669
SKU-003,2022-05-09,16,none,0,0,0.1857
SKU-003,2022-05-16,16,none,0,0,0.1867
SKU-003,2022-05-23,12,none,0,0,0.0868
SKU-003,2022-05-30,15,none,0,0,0.186
SKU-003,2022-06-06,16,none,0,0,0.1789
SKU-003,2022-06-13,16,none,0,0,0.1818
SKU-003,2022-06-20,17,none,0,0,0.1714
SKU-003,2022-06-27,16,none,0,0,0.1855
SKU-003,2022-07-04,15,none,0,0,0.1785
SKU-003,2022-07-11,16,none,0,0,0.1882
SKU-003,2022-07-18,15,none,0,0,0.1785
SKU-003,2022-07-25,15,none,0,0,0.1825
SKU-003,2022-08-01,15,none,0,0,0.1818
SKU-003,2022-08-08,15,none,0,0,0.187
SKU-003,2022-08-15,18,none,0,0,0.1146
SKU-003,2022-08-22,17,none,0,0,0.1651
SKU-003,2022-08-29,16,none,0,0,0.1782
SKU-003,2022-09-05,135,noise,1,1,-0.2469
SKU-003,2022-09-12,15,none,0,0,0.1807
SKU-003,2022-09-19,17,none,0,0,0.1497
SKU-003,2022-09-26,14,none,0,0,0.1831
SKU-003,2022-10-03,14,none,0,0,0.1839
SKU-003,2022-10-10,14,none,0,0,0.1858
SKU-003,2022-10-17,13,none,0,0,0.1557
SKU-003,2022-10-24,15,none,0,0,0.1731
SKU-003,2022-10-31,16,none,0,0,0.1648
SKU-003,2022-11-07,12,none,0,0,0.0778
SKU-003,2022-11-14,14,none,0,0,0.1691
SKU-003,2022-11-21,15,none,0,0,0.1629
SKU-003,2022-11-28,15,none,0,0,0.1486
SKU-003,2022-12-05,17,none,0,0,0.1149
SKU-003,2022-12-12,16,none,0,0,0.1262
SKU-003,2022-12-19,14,none,0,0,0.0861
SKU-003,2022-12-26,16,none,0,0,0.0968
SKU-003,2023-01-02,17,none,0,0,0.0647
SKU-003,2023-01-09,17,none,0,0,0.0586
SKU-003,2023-01-16,15,none,0,0,0.0935
SKU-003,2023-01-23,14,none,0,0,0.0819
SKU-003,2023-01-30,16,none,0,0,0.1125
SKU-003,2023-02-06,13,none,0,0,0.0771
SKU-003,2023-02-13,17,none,0,0,0.1163
SKU-003,2023-02-20,14,none,0,0,0.1186
SKU-003,2023-02-27,16,none,0,0,0.1713
SKU-003,2023-03-06,16,none,0,0,0.1735
SKU-003,2023-03-13,17,none,0,0,0.1547
SKU-003,2023-03-20,18,none,0,0,0.0599
SKU-003,2023-03-27,16,none,0,0,0.1695
SKU-003,2023-04-03,13,none,0,0,0.1417
SKU-003,2023-04-10,13,none,0,0,0.1548
SKU-003,2023-04-17,14,none,0,0,0.158
SKU-003,2023-04-24,12,none,0,0,0.1066
SKU-003,2023-05-01,12,none,0,0,0.1003
SKU-003,2023-05-08,17,none,0,0,0.1526
SKU-003,2023-05-15,15,none,0,0,0.191
SKU-003,2023-05-22,13,none,0,0,0.1281
SKU-003,2023-05-29,16,none,0,0,0.1807
SKU-003,2023-06-05,14,none,0,0,0.1663
SKU-003,2023-06-12,15,none,0,0,0.187
SKU-003,2023-06-19,17,none,0,0,0.1714
SKU-003,2023-06-26,15,none,0,0,0.1844
SKU-003,2023-07-03,14,none,0,0,0.1459
SKU-003,2023-07-10,16,none,0,0,0.1882
SKU-003,2023-07-17,17,none,0,0,0.172
SKU-003,2023-07-24,14,none,0,0,0.1407
SKU-003,2023-07-31,15,none,0,0,0.1818
SKU-003,2023-08-07,15,none,0,0,0.187
SKU-003,2023-08-14,13,none,0,0,0.1098
SKU-003,2023-08-21,16,none,0,0,0.1833
SKU-003,2023-08-28,14,none,0,0,0.1758
SKU-003,2023-09-04,30,business,1,1,-0.0507
SKU-003,2023-09-11,14,none,0,0,0.1772
SKU-003,2023-09-18,15,none,0,0,0.1782
SKU-003,2023-09-25,14,none,0,0,0.1831
SKU-003,2023-10-02,16,none,0,0,0.1602
SKU-003,2023-10-09,13,none,0,0,0.1607
SKU-003,2023-10-16,15,none,0,0,0.1743
SKU-003,2023-10-23,19,none,0,0,0.0612
SKU-003,2023-10-30,14,none,0,0,0.1743
SKU-003,2023-11-06,19,none,0,0,0.0529
SKU-003,2023-11-13,14,none,0,0,0.1691
SKU-003,2023-11-20,13,none,0,0,0.0955
SKU-003,2023-11-27,14,none,0,0,0.1432
SKU-003,2023-12-04,17,none,0,0,0.1149
SKU-003,2023-12-11,15,none,0,0,0.1151
SKU-003,2023-12-18,14,none,0,0,0.0861
SKU-003,2023-12-25,15,none,0,0,0.0693
SKU-003,2024-01-01,17,none,0,0,0.0647
SKU-003,2024-01-08,13,none,0,0,0.0397
SKU-003,2024-01-15,16,none,0,0,0.0825
SKU-003,2024-01-22,15,none,0,0,0.1078
SKU-003,2024-01-29,14,none,0,0,0.1068
SKU-003,2024-02-05,15,none,0,0,0.1282
SKU-003,2024-02-12,17,none,0,0,0.1163
SKU-003,2024-02-19,16,none,0,0,0.1637
SKU-003,2024-02-26,13,none,0,0,0.0956
SKU-003,2024-03-04,17,none,0,0,0.151
SKU-003,2024-03-11,16,none,0,0,0.1772
SKU-003,2024-03-18,16,none,0,0,0.1712
SKU-003,2024-03-25,14,none,0,0,0.1402
SKU-003,2024-04-01,15,none,0,0,0.1656
SKU-003,2024-04-08,17,none,0,0,0.1419
SKU-003,2024-04-15,13,none,0,0,0.1503
SKU-003,2024-04-22,13,none,0,0,0.1467
SKU-003,2024-04-29,15,none,0,0,0.1795
SKU-003,2024-05-06,16,none,0,0,0.1857
SKU-003,2024-05-13,14,none,0,0,0.1659
SKU-003,2024-05-20,15,none,0,0,0.1869
SKU-003,2024-05-27,14,none,0,0,0.1676
SKU-003,2024-06-03,11,none,0,1,-0.0074
SKU-003,2024-06-10,14,none,0,0,0.1666
SKU-003,2024-06-17,15,none,0,0,0.1858
SKU-003,2024-06-24,17,none,0,0,0.1711
SKU-003,2024-07-01,17,none,0,0,0.1643
SKU-003,2024-07-08,17,none,0,0,0.1727
SKU-003,2024-07-15,17,none,0,0,0.172
SKU-003,2024-07-22,16,none,0,0,0.1812
SKU-003,2024-07-29,18,none,0,0,0.0924
SKU-003,2024-08-05,16,none,0,0,0.1774
SKU-003,2024-08-12,16,none,0,0,0.1793
SKU-003,2024-08-19,19,none,0,0,0.069
SKU-003,2024-08-26,14,none,0,0,0.1758
SKU-003,2024-09-02,31,business,1,1,-0.0645
SKU-003,2024-09-09,16,none,0,0,0.1759
SKU-003,2024-09-16,12,none,0,0,0.0963
SKU-003,2024-09-23,13,none,0,0,0.1473
SKU-003,2024-09-30,14,none,0,0,0.1839
SKU-003,2024-10-07,11,none,0,0,0.0498
SKU-003,2024-10-14,13,none,0,0,0.1557
SKU-003,2024-10-21,14,none,0,0,0.1725
SKU-003,2024-10-28,17,none,0,0,0.1354
SKU-003,2024-11-04,15,none,0,0,0.1661
SKU-003,2024-11-11,15,none,0,0,0.164
SKU-003,2024-11-18,15,none,0,0,0.1629
SKU-003,2024-11-25,14,none,0,0,0.1432
SKU-003,2024-12-02,16,none,0,0,0.137
SKU-003,2024-12-09,18,none,0,0,0.0237
SKU-003,2024-12-16,16,none,0,0,0.1086
SKU-003,2024-12-23,16,none,0,0,0.0968
SKU-003,2024-12-30,13,none,0,0,0.0065
SKU-004,2022-02-07,17,none,0,0,0.1164
SKU-004,2022-02-14,18,none,0,0,0.1186
SKU-004,2022-02-21,19,none,0,0,0.122
SKU-004,2022-02-28,16,none,0,0,0.1165
SKU-004,2022-03-07,17,none,0,0,0.1386
SKU-004,2022-03-14,17,none,0,0,0.158
SKU-004,2022-03-21,15,none,0,0,0.1539
SKU-004,2022-03-28,15,none,0,0,0.1576
SKU-004,2022-04-04,16,none,0,0,0.1819
SKU-004,2022-04-11,15,none,0,0,0.1746
SKU-004,2022-04-18,15,none,0,0,0.1854
SKU-004,2022-04-25,12,none,0,0,0.1036
SKU-004,2022-05-02,14,none,0,0,0.1748
SKU-004,2022-05-09,14,none,0,0,0.1761
SKU-004,2022-05-16,18,none,0,0,0.1027
SKU-004,2022-05-23,17,none,0,0,0.1365
SKU-004,2022-05-30,11,none,0,0,0.1345
SKU-004,2022-06-06,10,none,0,0,0.0933
SKU-004,2022-06-13,9,none,0,0,0.0084
SKU-004,2022-06-20,11,none,0,0,0.1533
SKU-004,2022-06-27,11,none,0,0,0.1615
SKU-004,2022-07-04,13,none,0,0,0.1349
SKU-004,2022-07-11,10,none,0,0,0.1117
SKU-004,2022-07-18,11,none,0,0,0.167
SKU-004,2022-07-25,11,none,0,0,0.1727
SKU-004,2022-08-01,10,none,0,0,0.1016
SKU-004,2022-08-08,13,none,0,0,0.1563
SKU-004,2022-08-15,13,none,0,0,0.1361
SKU-004,2022-08-22,11,none,0,0,0.1553
SKU-004,2022-08-29,10,none,0,0,0.0979
SKU-004,2022-09-05,18,none,0,0,0.0863
SKU-004,2022-09-12,16,none,0,0,0.1524
SKU-004,2022-09-19,15,none,0,0,0.1792
SKU-004,2022-09-26,15,none,0,0,0.1762
SKU-004,2022-10-03,17,none,0,0,0.1322
SKU-004,2022-10-10,34,business,1,1,-0.1397
SKU-004,2022-10-17,17,none,0,0,0.1617
SKU-004,2022-10-24,13,none,0,0,0.0769
SKU-004,2022-10-31,14,none,0,0,0.1207
SKU-004,2022-11-07,20,none,0,0,0.1055
SKU-004,2022-11-14,19,none,0,0,0.1482
SKU-004,2022-11-21,20,none,0,0,0.1156
SKU-004,2022-11-28,19,none,0,0,0.1221
SKU-004,2022-12-05,20,none,0,0,0.1024
SKU-004,2022-12-12,23,none,0,0,0.1012
SKU-004,2022-12-19,21,none,0,0,0.0819
SKU-004,2022-12-26,18,none,0,0,0.0257
SKU-004,2023-01-02,21,none,0,0,0.0061
SKU-004,2023-01-09,22,none,0,0,0.0001
SKU-004,2023-01-16,19,none,0,0,0.0783
SKU-004,2023-01-23,19,none,0,0,0.0876
SKU-004,2023-01-30,21,none,0,0,0.0397
SKU-004,2023-02-06,18,none,0,0,0.1132
SKU-004,2023-02-13,20,none,0,0,0.0987
SKU-004,2023-02-20,19,none,0,0,0.122
SKU-004,2023-02-27,13,none,0,0,0.0964
SKU-004,2023-03-06,12,none,0,0,0.0864
SKU-004,2023-03-13,13,none,0,0,0.117
SKU-004,2023-03-20,17,none,0,0,0.1577
SKU-004,2023-03-27,16,none,0,0,0.1757
SKU-004,2023-04-03,13,none,0,0,0.1217
SKU-004,2023-04-10,14,none,0,0,0.1599
SKU-004,2023-04-17,17,none,0,0,0.1545
SKU-004,2023-04-24,14,none,0,0,0.1724
SKU-004,2023-05-01,15,none,0,0,0.1772
SKU-004,2023-05-08,16,none,0,0,0.1755
SKU-004,2023-05-15,15,none,0,0,0.1748
SKU-004,2023-05-22,16,none,0,0,0.174
SKU-004,2023-05-29,11,none,0,0,0.1345
SKU-004,2023-06-05,11,none,0,0,0.1396
SKU-004,2023-06-12,11,none,0,0,0.151
SKU-004,2023-06-19,14,none,0,0,0.1445
SKU-004,2023-06-26,11,none,0,0,0.1615
SKU-004,2023-07-03,12,none,0,0,0.1322
SKU-004,2023-07-10,11,none,0,0,0.1564
SKU-004,2023-07-17,11,none,0,0,0.167
SKU-004,2023-07-24,11,none,0,0,0.1727
SKU-004,2023-07-31,12,none,0,0,0.1351
SKU-004,2023-08-07,11,none,0,0,0.1569
SKU-004,2023-08-14,10,none,0,0,0.1101
